id,price
0,5757.369872287462
1,1568.771644816349
2,15017.7767605936
3,7188.470143840263
4,1735.5124170040585
5,2807.9429589748256
6,1893.4576833700635
7,1691.5184022640685
8,3794.9156267285216
9,8135.431997910689
10,3024.8328470826027
11,743.256929383228
12,899.2418422555425
13,3884.348845684516
14,832.7343273019293
15,5104.2741024434445
16,1857.2478493010494
17,5861.317910716483
18,812.6295757150151
19,4017.706291431176
20,673.2858455037573
21,7523.115531489799
22,676.8585307454564
23,6942.694117740341
24,5547.545935080001
25,7613.055316582868
26,6720.0667638039085
27,789.7348251199222
28,2250.9875362967946
29,16275.89168836231
30,781.2091941689946
31,4972.501427516887
32,6583.867037490555
33,6836.529882178255
34,1567.6641771649813
35,1820.9914170956115
36,591.1532981252171
37,2518.525567368219
38,14265.686748996925
39,525.5454623555638
40,784.6873187875249
41,6340.629915670106
42,2098.4610157763464
43,6449.313922748514
44,2248.1849859809377
45,993.2126252507665
46,5331.05292306895
47,5759.549114936577
48,3993.086780989157
49,1615.5387184476351
50,728.7128727292516
51,706.4908439969518
52,702.9121807074048
53,2824.580456838558
54,6603.826252863357
55,743.256929383228
56,4250.330425605724
57,2308.0354925036304
58,1837.2225877499081
59,725.2008573865393
60,8083.999792710492
61,6147.492112026164
62,1762.0538876509167
63,4123.40473272799
64,4085.714171493041
65,9135.467370614957
66,2645.096301869104
67,3447.357318067538
68,807.5977783059575
69,775.1598319863774
70,4179.792645895468
71,3674.455685124347
72,1481.927118704269
73,5934.64922161455
74,2888.1134237885353
75,15041.60592652912
76,15481.54154206867
77,12553.027263433289
78,959.7443272923924
79,11017.611491665792
80,3941.563787126529
81,6101.101740435312
82,6445.965997890185
83,5533.059869483658
84,7557.670250997493
85,12049.557039723348
86,1644.1837274288632
87,10968.133439884135
88,906.4839963769414
89,1393.8781282758216
90,14916.08353377933
91,5710.231779292772
92,1616.1972362851595
93,891.2269925927617
94,2221.0417275881273
95,998.386717543552
96,983.481814608524
97,3491.1662853002417
